Film_title,Director,Cast,Average_rating,Watches,Film_URL
Tangled,"Byron Howard, Nathan Greno","['Mandy Moore', 'Zachary Levi', 'Donna Murphy']",3.92,1861549,https://a.ltrbxd.com/resized/sm/upload/0w/h1/le/1p/632CtNOARAuWYfdjoYn6ooP3BHQ-0-1000-0-1500-crop.jpg?v=845e60968f
Fallen Angels,Wong Kar-wai,"['Leon Lai', 'Charlie Yeung', 'Takeshi Kaneshiro']",4.2,444601,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/9/45489-fallen-angels-0-1000-0-1500-crop.jpg?v=26d8dd7207
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",4.09,2510839,https://a.ltrbxd.com/resized/sm/upload/a3/0q/kf/h8/jUFjMoLh8T2CWzHUSjKCojI5SHu-0-1000-0-1500-crop.jpg?v=6285ee260e
Star Wars,George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",4.18,2321408,https://a.ltrbxd.com/resized/film-poster/2/7/0/6/2706-star-wars-0-1000-0-1500-crop.jpg?v=f1f1271bf5
When Harry Met Sally...,Rob Reiner,"['Meg Ryan', 'Billy Crystal', 'Bruno Kirby']",4.04,782137,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/5/51485-when-harry-met-sally--0-1000-0-1500-crop.jpg?v=2f277e2fe7
Ferris Bueller's Day Off,John Hughes,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara']",3.93,1426318,https://a.ltrbxd.com/resized/film-poster/4/7/2/1/9/47219-ferris-bueller-s-day-off-0-1000-0-1500-crop.jpg?v=5c27745153
Neon Genesis Evangelion: The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki","['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi']",4.46,397355,https://a.ltrbxd.com/resized/film-poster/4/0/3/1/1/40311-neon-genesis-evangelion-the-end-of-evangelion-0-1000-0-1500-crop.jpg?v=3f8b0ad85b
"Paris, Texas",Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell']",4.4,388052,https://a.ltrbxd.com/resized/film-poster/5/1/4/6/9/51469-paris-texas-0-1000-0-1500-crop.jpg?v=c8f2743612
Get Out,Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford']",4.16,3211041,https://a.ltrbxd.com/resized/film-poster/3/5/3/1/1/7/353117-get-out-0-1000-0-1500-crop.jpg?v=136acec030
(500) Days of Summer,Marc Webb,"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Geoffrey Arend']",3.66,1726682,https://a.ltrbxd.com/resized/film-poster/3/9/3/5/0/39350--500-days-of-summer-0-1000-0-1500-crop.jpg?v=05995ae0b3
The Hunger Games: Catching Fire,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",3.79,1858497,https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-1000-0-1500-crop.jpg?v=a9ecd05d8f
The Prestige,Christopher Nolan,"['Hugh Jackman', 'Christian Bale', 'Michael Caine']",4.23,1353052,https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-1000-0-1500-crop.jpg?v=ad7e891177
The Lighthouse,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman']",4.04,1252774,https://a.ltrbxd.com/resized/film-poster/4/3/3/8/6/3/433863-the-lighthouse-0-1000-0-1500-crop.jpg?v=ee97005537
Past Lives,Celine Song,"['Greta Lee', 'Teo Yoo', 'John Magaro']",4.19,982504,https://a.ltrbxd.com/resized/film-poster/5/9/1/0/5/3/591053-past-lives-0-1000-0-1500-crop.jpg?v=c600b7854e
Requiem for a Dream,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly']",4.1,1184635,https://a.ltrbxd.com/resized/sm/upload/lv/4b/f2/zj/muym4jTjdLx7E6as09d1wlC3sOB-0-1000-0-1500-crop.jpg?v=b4d5a4aa37
Joker,Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']",3.84,3679961,https://a.ltrbxd.com/resized/film-poster/4/0/6/7/7/5/406775-joker-0-1000-0-1500-crop.jpg?v=e4ea7f98cc
Dune,Denis Villeneuve,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac']",3.9,2662449,https://a.ltrbxd.com/resized/sm/upload/nx/8b/vs/gc/cDbNAY0KM84cxXhmj8f0dLWza3t-0-1000-0-1500-crop.jpg?v=49eed12751
The Royal Tenenbaums,Wes Anderson,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller']",4.1,874558,https://a.ltrbxd.com/resized/sm/upload/sf/k0/qu/5o/5xw30y0pSaMtTcuZW5VaQPiR8qb-0-1000-0-1500-crop.jpg?v=b945b566a6
Poor Things,Yorgos Lanthimos,"['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe']",4.08,1525908,https://a.ltrbxd.com/resized/film-poster/7/1/0/3/5/2/710352-poor-things-0-1000-0-1500-crop.jpg?v=a0f2ee9a0e
The Princess Bride,Rob Reiner,"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin']",4.04,914248,https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-1000-0-1500-crop.jpg?v=544eada136
Scarface,Brian De Palma,"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer']",4.11,1110277,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/9/51939-scarface-0-1000-0-1500-crop.jpg?v=e64e66a6b8
Almost Famous,Cameron Crowe,"['Billy Crudup', 'Frances McDormand', 'Kate Hudson']",4.03,571538,https://a.ltrbxd.com/resized/sm/upload/8r/4k/tl/rx/mlOGVofLSyFAoVYcjVS2WRVvQjr-0-1000-0-1500-crop.jpg?v=ffceabaa03
The Devil Wears Prada,David Frankel,"['Anne Hathaway', 'Meryl Streep', 'Emily Blunt']",3.77,1730536,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/2/51712-the-devil-wears-prada-0-1000-0-1500-crop.jpg?v=4a10e2c93f
The Notebook,Nick Cassavetes,"['Ryan Gosling', 'Rachel McAdams', 'Gena Rowlands']",3.67,1249611,https://a.ltrbxd.com/resized/film-poster/4/5/6/6/7/45667-the-notebook-0-1000-0-1500-crop.jpg?v=d867e84f30
Twilight,Catherine Hardwicke,"['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']",2.9,1602917,https://a.ltrbxd.com/resized/film-poster/4/7/4/6/9/47469-twilight-0-1000-0-1500-crop.jpg?v=f347bd6a28
Frances Ha,Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Michael Zegen']",4.03,561374,https://a.ltrbxd.com/resized/film-poster/9/6/0/8/3/96083-frances-ha-0-1000-0-1500-crop.jpg?v=0bb538988b
The Rocky Horror Picture Show,Jim Sharman,"['Tim Curry', 'Susan Sarandon', 'Barry Bostwick']",4.0,700210,https://a.ltrbxd.com/resized/film-poster/2/7/6/9/8/27698-the-rocky-horror-picture-show-0-1000-0-1500-crop.jpg?v=737e51d6bc
The Worst Person in the World,Joachim Trier,"['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum']",4.13,610143,https://a.ltrbxd.com/resized/film-poster/5/8/5/2/5/8/585258-the-worst-person-in-the-world-0-1000-0-1500-crop.jpg?v=92bc344c27
Cinema Paradiso,Giuseppe Tornatore,"['Philippe Noiret', 'Jacques Perrin', 'Marco Leonardi']",4.45,357388,https://a.ltrbxd.com/resized/film-poster/4/5/4/9/3/45493-cinema-paradiso-0-1000-0-1500-crop.jpg?v=8e66264ed4
Bottoms,Emma Seligman,"['Rachel Sennott', 'Ayo Edebiri', 'Ruby Cruz']",3.83,941363,https://a.ltrbxd.com/resized/film-poster/7/3/1/2/2/2/731222-bottoms-0-1000-0-1500-crop.jpg?v=11b87368c8
Jojo Rabbit,Taika Waititi,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']",4.03,1888930,https://a.ltrbxd.com/resized/film-poster/4/4/4/6/0/0/444600-jojo-rabbit-0-1000-0-1500-crop.jpg?v=a5ad083635
Superbad,Greg Mottola,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse']",3.88,1670327,https://a.ltrbxd.com/resized/film-poster/4/7/7/7/6/47776-superbad-0-1000-0-1500-crop.jpg?v=b43686efcb
Avengers: Endgame,"Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",3.87,2934174,https://a.ltrbxd.com/resized/film-poster/2/2/6/6/6/0/226660-avengers-endgame-0-1000-0-1500-crop.jpg?v=250ab286a3
Shrek 2,"Andrew Adamson, Kelly Asbury","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",4.02,1878157,https://a.ltrbxd.com/resized/sm/upload/g4/4m/0c/6s/rD8SvOTCCJ2VIpIV7GUwUKD1Kzc-0-1000-0-1500-crop.jpg?v=e780d1b7d3
The Breakfast Club,John Hughes,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald']",3.76,1916502,https://a.ltrbxd.com/resized/film-poster/5/0/5/1/8/50518-the-breakfast-club-0-1000-0-1500-crop.jpg?v=cce37bedf1
The Lord of the Rings: The Two Towers,Peter Jackson,"['Elijah Wood', 'Sean Astin', 'Andy Serkis']",4.39,1841458,https://a.ltrbxd.com/resized/film-poster/5/1/9/2/9/51929-the-lord-of-the-rings-the-two-towers-0-1000-0-1500-crop.jpg?v=9ef6c09783
Mean Girls,Mark Waters,"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan']",3.83,2289151,https://a.ltrbxd.com/resized/film-poster/4/6/0/4/9/46049-mean-girls-0-1000-0-1500-crop.jpg?v=e6378abb7b
Once Upon a Time… in Hollywood,Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']",3.76,2434677,https://a.ltrbxd.com/resized/film-poster/3/9/7/8/5/9/397859-once-upon-a-time-in-hollywood-0-1000-0-1500-crop.jpg?v=f3e8612854
Spider-Man: No Way Home,Jon Watts,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch']",3.85,2756319,https://a.ltrbxd.com/resized/film-poster/5/6/0/7/8/7/560787-spider-man-no-way-home-0-1000-0-1500-crop.jpg?v=a336d4f40c
Stand by Me,Rob Reiner,"['Wil Wheaton', 'River Phoenix', '""Jerry OConnell""']",4.14,804808,https://a.ltrbxd.com/resized/film-poster/5/1/8/2/1/51821-stand-by-me-0-1000-0-1500-crop.jpg?v=b3163b5def
"The Good, the Bad and the Ugly",Sergio Leone,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef']",4.49,591922,https://a.ltrbxd.com/resized/film-poster/5/1/6/6/6/51666-the-good-the-bad-and-the-ugly-0-1000-0-1500-crop.jpg?v=9474a84e63
Memento,Christopher Nolan,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",4.17,1489375,https://a.ltrbxd.com/resized/sm/upload/v1/3q/s4/aa/memento-0-1000-0-1500-crop.jpg?v=80f0732247
Pan's Labyrinth,Guillermo del Toro,"['Ivana Baquero', 'Sergi López', 'Maribel Verdú']",4.17,1018927,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-1000-0-1500-crop.jpg?v=79f89e7325
Léon: The Professional,Luc Besson,"['Jean Reno', 'Natalie Portman', 'Gary Oldman']",4.03,1244713,https://a.ltrbxd.com/resized/sm/upload/6x/vq/25/fy/gE8S02QUOhVnAmYu4tcrBlMTujz-0-1000-0-1500-crop.jpg?v=f72423fa1f
Before Sunset,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']",4.35,648982,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/0/51970-before-sunset-0-1000-0-1500-crop.jpg?v=059bc2bbc0
Beautiful Boy,Felix van Groeningen,"['Steve Carell', 'Timothée Chalamet', 'Maura Tierney']",3.88,723536,https://a.ltrbxd.com/resized/film-poster/3/8/4/0/5/8/384058-beautiful-boy-0-1000-0-1500-crop.jpg?v=f926f71a50
Juno,Jason Reitman,"['Elliot Page', 'Michael Cera', 'Jennifer Garner']",3.73,1384904,https://a.ltrbxd.com/resized/film-poster/4/8/0/5/1/48051-juno-0-1000-0-1500-crop.jpg?v=19ad3fb7e5
The Departed,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",4.3,1248393,https://a.ltrbxd.com/resized/sm/upload/jr/th/pu/pb/laefkgrfa3oKwvBtWTBtf2suiI4-0-1000-0-1500-crop.jpg?v=f5d8231026
Jaws,Steven Spielberg,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']",3.97,1512300,https://a.ltrbxd.com/resized/film-poster/5/1/5/4/2/51542-jaws-0-1000-0-1500-crop.jpg?v=03299455f6
WALL·E,Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",4.19,2552988,https://a.ltrbxd.com/resized/film-poster/4/5/9/9/4/45994-walle-0-1000-0-1500-crop.jpg?v=ad27f0ceac
Pearl,Ti West,"['Mia Goth', 'Tandi Wright', 'David Corenswet']",3.75,949714,https://a.ltrbxd.com/resized/film-poster/8/5/3/8/2/2/853822-pearl-0-1000-0-1500-crop.jpg?v=471dfc4a24
The Florida Project,Sean Baker,"['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']",4.11,757739,https://a.ltrbxd.com/resized/film-poster/3/2/8/5/3/8/328538-the-florida-project-0-1000-0-1500-crop.jpg?v=60e095aa65
Clueless,Amy Heckerling,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']",3.72,1491259,https://a.ltrbxd.com/resized/sm/upload/fn/rr/3z/h7/i8gEHh2sszB6YWLC0jl559sxAeN-0-1000-0-1500-crop.jpg?v=593192fedf
Avengers: Infinity War,"Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']",3.95,3062126,https://a.ltrbxd.com/resized/film-poster/2/2/6/6/6/1/226661-avengers-infinity-war-0-1000-0-1500-crop.jpg?v=8b35f60c0c
How to Train Your Dragon,"Chris Sanders, Dean DeBlois","['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']",4.01,1494608,https://a.ltrbxd.com/resized/sm/upload/0r/r7/c6/7e/hIXX3IRFy0InUOmYeWjvhCAgQNj-0-1000-0-1500-crop.jpg?v=d158027eb4
Halloween,John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'P.J. Soles']",3.81,1001991,https://a.ltrbxd.com/resized/film-poster/6/0/2/9/8/60298-halloween-0-1000-0-1500-crop.jpg?v=bcb3149dda
Memories of Murder,Bong Joon-ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha']",4.41,527483,https://a.ltrbxd.com/resized/sm/upload/84/xt/e8/mw/gawnVe9cFowdoDLo9Pok12NTw39-0-1000-0-1500-crop.jpg?v=7cad204593
Heat,Michael Mann,"['Robert De Niro', 'Al Pacino', 'Val Kilmer']",4.27,725800,https://a.ltrbxd.com/resized/film-poster/5/1/9/9/4/51994-heat-0-1000-0-1500-crop.jpg?v=54dce97dc6
Akira,Katsuhiro Otomo,"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama']",4.27,679102,https://a.ltrbxd.com/resized/sm/upload/xk/25/lu/0m/mi2Axov7Hy20wieoGfrbqDWLjSr-0-1000-0-1500-crop.jpg?v=dd1e90619a
Brokeback Mountain,Ang Lee,"['Heath Ledger', 'Jake Gyllenhaal', 'Michelle Williams']",4.1,956705,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/9/51909-brokeback-mountain-0-1000-0-1500-crop.jpg?v=40ad2b59a0
Hot Fuzz,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Jim Broadbent']",4.08,948364,https://a.ltrbxd.com/resized/sm/upload/xe/2y/e6/gy/4XLSKzQcE4lIgJgd71Y8UhAhxqQ-0-1000-0-1500-crop.jpg?v=45bc32b708
The Secret Life of Walter Mitty,Ben Stiller,"['Ben Stiller', 'Kristen Wiig', 'Sean Penn']",3.73,634057,https://a.ltrbxd.com/resized/film-poster/9/2/6/1/9/92619-the-secret-life-of-walter-mitty-0-1000-0-1500-crop.jpg?v=990770ac1c
My Neighbor Totoro,Hayao Miyazaki,"['Noriko Hidaka', 'Chika Sakamoto', 'Hitoshi Takagi']",4.19,1521620,https://a.ltrbxd.com/resized/film-poster/4/7/7/5/6/47756-my-neighbor-totoro-0-1000-0-1500-crop.jpg?v=749abe71ad
Stalker,Andrei Tarkovsky,"['Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']",4.43,316520,https://a.ltrbxd.com/resized/film-poster/5/1/0/6/2/51062-stalker-0-1000-0-1500-crop.jpg?v=1852068db9
Moonrise Kingdom,Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis']",4.02,1102638,https://a.ltrbxd.com/resized/sm/upload/v5/7f/mn/y8/ysTohGF7NY9Z6MYz9vLNYiyzh0r-0-1000-0-1500-crop.jpg?v=689b2b9ee8
Babylon,Damien Chazelle,"['Brad Pitt', 'Margot Robbie', 'Diego Calva']",3.82,707786,https://a.ltrbxd.com/resized/film-poster/5/4/2/7/7/3/542773-babylon-0-1000-0-1500-crop.jpg?v=aab2f01937
Ponyo,Hayao Miyazaki,"['Yuria Kozuki', 'Hiroki Doi', 'George Tokoro']",4.05,905831,https://a.ltrbxd.com/resized/film-poster/4/4/5/9/4/44594-ponyo-0-1000-0-1500-crop.jpg?v=6e5faa20db
Kiki's Delivery Service,Hayao Miyazaki,"['Minami Takayama', 'Rei Sakuma', 'Kappei Yamaguchi']",4.13,892316,https://a.ltrbxd.com/resized/sm/upload/5e/rk/0e/99/C70E830B-E641-4CD4-87B3-8DFB91383E20-0-1000-0-1500-crop.jpg?v=359a791d0d
Spider-Man 2,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco']",3.88,2064637,https://a.ltrbxd.com/resized/sm/upload/pq/mi/kb/ck/7JtMVM58MnzxWeyubzLpXBiVnDC-0-1000-0-1500-crop.jpg?v=c5f2675b28
Dazed and Confused,Richard Linklater,"['Jason London', 'Joey Lauren Adams', 'Matthew McConaughey']",3.93,505097,https://a.ltrbxd.com/resized/sm/upload/7h/zn/l9/ps/2lHRRgoof25kJsLgocf3go2Ccp1-0-1000-0-1500-crop.jpg?v=f4072fb72c
The Nightmare Before Christmas,Henry Selick,"['Danny Elfman', 'Chris Sarandon', '""Catherine OHara""']",3.95,1646049,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/9/47119-the-nightmare-before-christmas-0-1000-0-1500-crop.jpg?v=cc72c8b470
But I'm a Cheerleader,Jamie Babbit,"['Natasha Lyonne', 'Clea DuVall', 'Cathy Moriarty']",3.98,437777,https://a.ltrbxd.com/resized/film-poster/3/8/8/0/0/38800-but-i-m-a-cheerleader-0-1000-0-1500-crop.jpg?v=fb07442029
Moulin Rouge!,Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo']",3.74,512760,https://a.ltrbxd.com/resized/film-poster/5/1/3/2/8/51328-moulin-rouge--0-1000-0-1500-crop.jpg?v=26abae7095
Gladiator,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",4.1,1220270,https://a.ltrbxd.com/resized/film-poster/5/1/9/5/2/51952-gladiator-0-1000-0-1500-crop.jpg?v=ebc9155e73
Eyes Wide Shut,Stanley Kubrick,"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack']",4.0,840782,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/7/51717-eyes-wide-shut-0-1000-0-1500-crop.jpg?v=7010402aeb
Persona,Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook']",4.41,368042,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/5/51355-persona-0-1000-0-1500-crop.jpg?v=aca1e0fd3d
Raiders of the Lost Ark,Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman']",4.16,1350713,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/5/51965-raiders-of-the-lost-ark-0-1000-0-1500-crop.jpg?v=2b066bfd52
The Lion King,"Roger Allers, Rob Minkoff","['Matthew Broderick', 'Moira Kelly', 'Nathan Lane']",4.21,2247872,https://a.ltrbxd.com/resized/sm/upload/lz/96/yu/mf/ztuEReeV6ofpU1HxUV9AsR6aLoe-0-1000-0-1500-crop.jpg?v=47499379fa
Avatar,James Cameron,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver']",3.57,2453778,https://a.ltrbxd.com/resized/sm/upload/1p/mh/li/l2/b7nR3eKeTOwHPKmDLUWunIGasKo-0-1000-0-1500-crop.jpg?v=0bb5ec98ec
Schindler's List,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",4.52,1198968,https://a.ltrbxd.com/resized/sm/upload/bz/1x/em/jr/yPisjyLweCl1tbgwgtzBCNCBle-0-1000-0-1500-crop.jpg?v=ca5215c5a9
Reservoir Dogs,Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen']",4.15,1435488,https://a.ltrbxd.com/resized/sm/upload/u0/4o/op/yx/g7spS2Y4SZoQoC6Hn7zoqEqdYqR-0-1000-0-1500-crop.jpg?v=6d1aaa720c
Children of Men,Alfonso Cuarón,"['Clive Owen', 'Clare-Hope Ashitey', 'Chiwetel Ejiofor']",4.3,696089,https://a.ltrbxd.com/resized/sm/upload/ju/ac/6a/yi/lg7s7U1FQtB4VbLzvFUSgDX0frZ-0-1000-0-1500-crop.jpg?v=e4053ab6bf
How to Lose a Guy in 10 Days,Donald Petrie,"['Kate Hudson', 'Matthew McConaughey', 'Kathryn Hahn']",3.56,786636,https://a.ltrbxd.com/resized/sm/upload/t0/2v/iy/9c/aiB7u6xZ9RWeDTQ7c92J8AoiHj3-0-1000-0-1500-crop.jpg?v=422ef264f8
One Flew Over the Cuckoo's Nest,Miloš Forman,"['Jack Nicholson', 'Brad Dourif', 'Louise Fletcher']",4.36,886440,https://a.ltrbxd.com/resized/sm/upload/lf/ry/hy/2e/RHteRHXqym9f0gI4cmChbFOxD-0-1000-0-1500-crop.jpg?v=1e6a37509a
Carol,Todd Haynes,"['Rooney Mara', 'Cate Blanchett', 'Kyle Chandler']",4.01,556587,https://a.ltrbxd.com/resized/film-poster/1/8/2/1/4/2/182142-carol-0-1000-0-1500-crop.jpg?v=41ac88b68e
Pitch Perfect,Jason Moore,"['Anna Kendrick', 'Brittany Snow', 'Anna Camp']",3.46,1139277,https://a.ltrbxd.com/resized/sm/upload/yw/kc/ma/m9/cLUMPdwCV0Dxd3P1ZkCXe7bVImI-0-1000-0-1500-crop.jpg?v=cd134ffb49
It's a Wonderful Life,Frank Capra,"['James Stewart', 'Donna Reed', 'Lionel Barrymore']",4.39,609268,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/9/50949-it-s-a-wonderful-life-0-1000-0-1500-crop.jpg?v=64b72dd083
Corpse Bride,"Tim Burton, Mike Johnson","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson']",3.8,1202170,https://a.ltrbxd.com/resized/sm/upload/v1/h6/lc/lu/o9GbcdP7rOg2m1NyUnUR3ZwNcTE-0-1000-0-1500-crop.jpg?v=1ee3b92ded
A Silent Voice,Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yuki']",4.16,468459,https://a.ltrbxd.com/resized/sm/upload/4u/io/br/dp/drlyoSKDOPnxzJFrRWGqzDsyJvR-0-1000-0-1500-crop.jpg?v=acbeccd915
Casablanca,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid']",4.27,713312,https://a.ltrbxd.com/resized/sm/upload/kq/vf/8s/1p/wOBKAoUJZb5qTsWv5XXvVV2vUzz-0-1000-0-1500-crop.jpg?v=cdb9b25970
The Witch,Robert Eggers,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie']",3.84,1200028,https://a.ltrbxd.com/resized/sm/upload/y2/i8/9s/h1/tNr2KYytArZNSh0K8PUcHU3JnX4-0-1000-0-1500-crop.jpg?v=45f739a242
Heathers,Michael Lehmann,"['Winona Ryder', 'Christian Slater', 'Shannen Doherty']",3.76,676220,https://a.ltrbxd.com/resized/film-poster/5/0/1/7/7/50177-heathers-0-1000-0-1500-crop.jpg?v=dbd1f7062c
Edward Scissorhands,Tim Burton,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']",3.86,1484908,https://a.ltrbxd.com/resized/film-poster/5/1/8/8/9/51889-edward-scissorhands-0-1000-0-1500-crop.jpg?v=38f2599419
Rear Window,Alfred Hitchcock,"['James Stewart', 'Grace Kelly', 'Wendell Corey']",4.38,722886,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/2/51552-rear-window-0-1000-0-1500-crop.jpg?v=855a2e3070
Possession,Andrzej Żuławski,"['Isabelle Adjani', 'Sam Neill', 'Margit Carstensen']",4.1,283729,https://a.ltrbxd.com/resized/sm/upload/8c/pk/z8/4v/aIjO3kraeaD4MDBSef3rTO2vIuZ-0-1000-0-1500-crop.jpg?v=cb9f332628
Saltburn,Emerald Fennell,"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike']",3.44,1908645,https://a.ltrbxd.com/resized/film-poster/8/3/5/7/7/4/835774-saltburn-0-1000-0-1500-crop.jpg?v=b58cbd3b08
American Beauty,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch']",3.96,1224138,https://a.ltrbxd.com/resized/film-poster/2/7/0/3/2703-american-beauty-0-1000-0-1500-crop.jpg?v=30329dd752
Jennifer's Body,Karyn Kusama,"['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons']",3.42,988122,https://a.ltrbxd.com/resized/film-poster/3/9/3/0/5/39305-jennifer-s-body-0-1000-0-1500-crop.jpg?v=af7fb6bd86
Singin' in the Rain,"Stanley Donen, Gene Kelly","['Gene Kelly', '""Donald OConnor""', 'Debbie Reynolds']",4.32,558352,https://a.ltrbxd.com/resized/sm/upload/xc/8e/3x/nt/nUP6Kna8oiUl2VNbEQ4BJhTcpO8-0-1000-0-1500-crop.jpg?v=2c7de99ac3
Phantom Thread,Paul Thomas Anderson,"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville']",4.14,531395,https://a.ltrbxd.com/resized/film-poster/3/3/5/3/8/4/335384-phantom-thread-0-1000-0-1500-crop.jpg?v=6b47f80ec7
Manchester by the Sea,Kenneth Lonergan,"['Casey Affleck', 'Lucas Hedges', 'Michelle Williams']",4.1,709481,https://a.ltrbxd.com/resized/sm/upload/i7/li/tp/62/i0t7F6b4R1wURRESAiw9VJNuVoV-0-1000-0-1500-crop.jpg?v=65942464ea
1917,Sam Mendes,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong']",4.1,1615945,https://a.ltrbxd.com/resized/film-poster/4/6/0/1/5/5/460155-1917-0-1000-0-1500-crop.jpg?v=9eb1d95df5
Cars,John Lasseter,"['Owen Wilson', 'Larry the Cable Guy', 'Bonnie Hunt']",3.67,1593611,https://a.ltrbxd.com/resized/sm/upload/de/kp/63/hd/dWg33ektXuHmxjSjEulwDPTWbC2-0-1000-0-1500-crop.jpg?v=df40f228cb
